"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 08 20:46:24 UZT 2023","Sat Apr 08 20:46:37 UZT 2023","12541","","XYZ Bank","","","","Bank",""
